timestamp,Store_ID,item_name,Sales_Quantity,Stock_Level,Restock_Quantity,Waste_Quantity,Peak_Hour_Flag
10/3/2024 2:00,McD002,Fries,10,97,20,3,1
10/3/2024 2:00,McD002,Soda,12,76,10,2,0
10/3/2024 2:00,McD002,Salad,13,66,25,5,0
10/3/2024 2:00,McD002,Burger,5,22,23,5,1
10/3/2024 2:00,McD002,Nuggets,12,32,21,1,1
10/3/2024 2:00,McD003,Fries,11,81,44,2,1
10/3/2024 2:00,McD003,Soda,13,71,50,4,1
10/3/2024 2:00,McD003,Salad,12,66,45,4,0
10/3/2024 2:00,McD003,Burger,17,49,14,0,0
10/3/2024 2:00,McD003,Nuggets,14,35,16,1,0
10/3/2024 3:00,McD001,Fries,8,78,47,0,1
10/3/2024 3:00,McD001,Soda,5,28,10,4,0
10/3/2024 3:00,McD001,Salad,12,50,37,3,0
10/3/2024 3:00,McD001,Burger,14,41,33,2,0
10/3/2024 3:00,McD001,Nuggets,18,26,42,0,0
10/3/2024 3:00,McD002,Fries,10,96,35,0,0
10/3/2024 3:00,McD002,Soda,19,53,34,3,0
10/3/2024 3:00,McD002,Salad,5,29,19,2,0
10/3/2024 3:00,McD002,Burger,18,96,47,1,1
10/3/2024 3:00,McD002,Nuggets,5,22,48,0,1
10/3/2024 3:00,McD003,Fries,15,59,26,3,0
10/3/2024 3:00,McD003,Soda,20,67,14,0,1
10/3/2024 3:00,McD003,Salad,13,91,10,1,0
10/3/2024 3:00,McD003,Burger,15,36,40,5,1
10/3/2024 3:00,McD003,Nuggets,9,62,10,4,0
10/3/2024 4:00,McD001,Fries,19,87,24,4,1
10/3/2024 4:00,McD001,Soda,16,30,31,0,1
10/3/2024 4:00,McD001,Salad,13,29,30,0,1
10/3/2024 4:00,McD001,Burger,16,74,26,5,0
10/3/2024 4:00,McD001,Nuggets,20,30,19,5,1
10/3/2024 4:00,McD002,Fries,18,92,14,1,0
10/3/2024 4:00,McD002,Soda,11,96,32,3,0
10/3/2024 4:00,McD002,Salad,10,50,10,0,1
10/3/2024 4:00,McD002,Burger,5,97,38,0,0
10/3/2024 4:00,McD002,Nuggets,20,79,37,1,1
10/3/2024 4:00,McD003,Fries,20,20,11,1,1
10/3/2024 4:00,McD003,Soda,6,30,36,0,1
10/3/2024 4:00,McD003,Salad,16,89,24,2,0
10/3/2024 4:00,McD003,Burger,11,72,50,1,1
10/3/2024 4:00,McD003,Nuggets,13,32,28,4,1
10/3/2024 5:00,McD001,Fries,16,92,32,2,1
10/3/2024 5:00,McD001,Soda,12,44,10,2,1
10/3/2024 5:00,McD001,Salad,5,80,49,1,0
10/3/2024 5:00,McD001,Burger,5,91,31,3,1
10/3/2024 5:00,McD001,Nuggets,20,78,49,4,1
10/3/2024 5:00,McD002,Fries,7,97,17,1,1
10/3/2024 5:00,McD002,Soda,12,49,49,3,0
10/3/2024 5:00,McD002,Salad,19,62,20,0,1
10/3/2024 5:00,McD002,Burger,20,29,18,1,0
10/3/2024 5:00,McD002,Nuggets,11,90,38,0,0
10/3/2024 5:00,McD003,Fries,12,92,14,4,1
10/3/2024 5:00,McD003,Soda,17,42,30,1,0
10/3/2024 5:00,McD003,Salad,20,85,10,4,0
10/3/2024 5:00,McD003,Burger,6,84,19,3,0
10/3/2024 5:00,McD003,Nuggets,16,22,22,2,1
10/3/2024 6:00,McD001,Fries,6,90,42,0,0
10/3/2024 6:00,McD001,Soda,12,55,43,3,0
10/3/2024 6:00,McD001,Salad,11,41,37,0,1
10/3/2024 6:00,McD001,Burger,17,54,44,5,0
10/3/2024 6:00,McD001,Nuggets,7,99,25,0,0
10/3/2024 6:00,McD002,Fries,8,50,29,1,1
10/3/2024 6:00,McD002,Soda,12,31,31,1,1
10/3/2024 6:00,McD002,Salad,5,66,41,5,0
10/3/2024 6:00,McD002,Burger,10,93,35,2,0
10/3/2024 6:00,McD002,Nuggets,12,73,42,0,0
10/3/2024 6:00,McD003,Fries,8,100,37,1,0
10/3/2024 6:00,McD003,Soda,16,53,35,0,1
10/3/2024 6:00,McD003,Salad,8,31,49,2,0
10/3/2024 6:00,McD003,Burger,7,56,37,1,0
10/3/2024 6:00,McD003,Nuggets,18,82,26,5,1
10/3/2024 7:00,McD001,Fries,14,69,25,2,1
10/3/2024 7:00,McD001,Soda,14,73,23,1,1
10/3/2024 7:00,McD001,Salad,5,80,34,1,0
10/3/2024 7:00,McD001,Burger,10,57,37,5,1
10/3/2024 7:00,McD001,Nuggets,17,76,29,1,1
10/3/2024 7:00,McD002,Fries,12,73,11,1,1
10/3/2024 7:00,McD002,Soda,16,70,20,5,1
10/3/2024 7:00,McD002,Salad,7,20,36,0,1
10/3/2024 7:00,McD002,Burger,19,39,17,4,1
10/3/2024 7:00,McD002,Nuggets,19,76,20,3,1
10/3/2024 7:00,McD003,Fries,14,89,17,3,0
10/3/2024 7:00,McD003,Soda,9,76,37,1,0
10/3/2024 7:00,McD003,Salad,13,45,10,3,1
10/3/2024 7:00,McD003,Burger,11,68,22,2,1
10/3/2024 7:00,McD003,Nuggets,14,66,33,3,1
10/3/2024 8:00,McD001,Fries,11,83,38,5,0
10/3/2024 8:00,McD001,Soda,19,89,37,5,1
10/3/2024 8:00,McD001,Salad,5,52,27,0,0
10/3/2024 8:00,McD001,Burger,12,79,29,3,0
10/3/2024 8:00,McD001,Nuggets,19,88,43,0,1
10/3/2024 8:00,McD002,Fries,13,25,41,3,0
10/3/2024 8:00,McD002,Soda,12,67,37,0,1
10/3/2024 8:00,McD002,Salad,6,35,32,4,1
10/3/2024 8:00,McD002,Burger,18,70,41,0,0
10/3/2024 8:00,McD002,Nuggets,20,49,43,2,0
10/3/2024 8:00,McD003,Fries,13,61,28,2,0
10/3/2024 8:00,McD003,Soda,8,30,28,4,1
10/3/2024 8:00,McD003,Salad,10,81,13,0,1
10/3/2024 8:00,McD003,Burger,16,49,34,4,1
10/3/2024 8:00,McD003,Nuggets,11,97,15,5,1
10/3/2024 9:00,McD001,Fries,14,98,27,4,0
10/3/2024 9:00,McD001,Soda,9,25,47,0,0
10/3/2024 9:00,McD001,Salad,11,69,35,3,0
10/3/2024 9:00,McD001,Burger,18,79,32,4,0
10/3/2024 9:00,McD001,Nuggets,13,25,48,1,0
10/3/2024 9:00,McD002,Fries,8,82,27,4,0
10/3/2024 9:00,McD002,Soda,7,51,44,3,1
10/3/2024 9:00,McD002,Salad,15,69,28,0,0
10/3/2024 9:00,McD002,Burger,16,85,21,5,0
10/3/2024 9:00,McD002,Nuggets,15,67,41,3,0
10/3/2024 9:00,McD003,Fries,11,76,30,5,0
10/3/2024 9:00,McD003,Soda,6,20,42,0,0
10/3/2024 9:00,McD003,Salad,16,51,30,4,0
10/3/2024 9:00,McD003,Burger,5,84,41,3,0
10/3/2024 9:00,McD003,Nuggets,13,33,31,5,0
10/3/2024 10:00,McD001,Fries,12,99,20,0,0
10/3/2024 10:00,McD001,Soda,7,74,34,1,1
10/3/2024 10:00,McD001,Salad,20,59,50,2,0
10/3/2024 10:00,McD001,Burger,5,80,39,5,0
10/3/2024 10:00,McD001,Nuggets,11,52,46,1,0
10/3/2024 10:00,McD002,Fries,10,80,25,3,0
10/3/2024 10:00,McD002,Soda,17,94,32,0,1
10/3/2024 10:00,McD002,Salad,7,63,44,3,0
10/3/2024 10:00,McD002,Burger,6,54,37,0,0
10/3/2024 10:00,McD002,Nuggets,20,59,26,0,1
10/3/2024 10:00,McD003,Fries,15,62,13,5,1
10/3/2024 10:00,McD003,Soda,17,70,37,0,1
10/3/2024 10:00,McD003,Salad,9,43,25,5,1
10/3/2024 10:00,McD003,Burger,6,100,16,2,0
10/3/2024 10:00,McD003,Nuggets,8,30,37,2,1
10/3/2024 11:00,McD001,Fries,7,50,42,5,1
10/3/2024 11:00,McD001,Soda,13,45,16,5,1
10/3/2024 11:00,McD001,Salad,11,83,40,5,0
10/3/2024 11:00,McD001,Burger,5,42,25,5,0
10/3/2024 11:00,McD001,Nuggets,16,47,24,3,1
10/3/2024 11:00,McD002,Fries,10,52,33,3,0
10/3/2024 11:00,McD002,Soda,14,37,17,0,0
10/3/2024 11:00,McD002,Salad,8,99,34,1,1
10/3/2024 11:00,McD002,Burger,7,54,31,3,1
10/3/2024 11:00,McD002,Nuggets,18,64,38,5,1
10/3/2024 11:00,McD003,Fries,14,90,50,5,0
10/3/2024 11:00,McD003,Soda,14,38,15,2,0
10/3/2024 11:00,McD003,Salad,18,78,41,2,1
10/3/2024 11:00,McD003,Burger,18,58,12,5,0
10/3/2024 11:00,McD003,Nuggets,20,28,40,5,1
10/3/2024 12:00,McD001,Fries,8,37,37,1,1
10/3/2024 12:00,McD001,Soda,14,70,16,2,1
10/3/2024 12:00,McD001,Salad,18,44,40,5,1
10/3/2024 12:00,McD001,Burger,17,46,32,1,0
10/3/2024 12:00,McD001,Nuggets,20,69,31,3,0
10/3/2024 12:00,McD002,Fries,18,57,26,5,0
10/3/2024 12:00,McD002,Soda,14,94,12,4,1
10/3/2024 12:00,McD002,Salad,9,68,19,5,1
10/3/2024 12:00,McD002,Burger,19,98,11,1,1
10/3/2024 12:00,McD002,Nuggets,17,41,43,2,0
10/3/2024 12:00,McD003,Fries,18,40,37,4,0
10/3/2024 12:00,McD003,Soda,7,60,37,1,1
10/3/2024 12:00,McD003,Salad,5,24,14,3,1
10/3/2024 12:00,McD003,Burger,17,73,16,4,0
10/3/2024 12:00,McD003,Nuggets,5,22,41,1,0
10/3/2024 13:00,McD001,Fries,8,32,34,4,1
10/3/2024 13:00,McD001,Soda,15,48,48,3,0
10/3/2024 13:00,McD001,Salad,7,91,43,3,1
10/3/2024 13:00,McD001,Burger,6,50,20,1,0
10/3/2024 13:00,McD001,Nuggets,19,21,42,1,0
10/3/2024 13:00,McD002,Fries,17,59,46,3,0
10/3/2024 13:00,McD002,Soda,18,90,33,3,1
10/3/2024 13:00,McD002,Salad,7,47,39,5,1
10/3/2024 13:00,McD002,Burger,9,83,14,2,0
10/3/2024 13:00,McD002,Nuggets,16,37,10,4,1
10/3/2024 13:00,McD003,Fries,7,82,47,2,0
10/3/2024 13:00,McD003,Soda,15,50,44,1,1
10/3/2024 13:00,McD003,Salad,17,82,47,2,0
10/3/2024 13:00,McD003,Burger,20,85,32,3,1
10/3/2024 13:00,McD003,Nuggets,13,67,42,1,1
10/3/2024 14:00,McD001,Fries,19,65,13,0,1
10/3/2024 14:00,McD001,Soda,15,85,12,0,0
10/3/2024 14:00,McD001,Salad,6,27,43,2,0
10/3/2024 14:00,McD001,Burger,14,52,27,5,0
10/3/2024 14:00,McD001,Nuggets,17,20,47,1,1
10/3/2024 14:00,McD002,Fries,9,37,23,3,0
10/3/2024 14:00,McD002,Soda,13,55,29,5,0
10/3/2024 14:00,McD002,Salad,13,28,11,2,0
10/3/2024 14:00,McD002,Burger,17,37,33,1,0
10/3/2024 14:00,McD002,Nuggets,8,30,46,4,0
10/3/2024 14:00,McD003,Fries,10,56,38,4,1
10/3/2024 14:00,McD003,Soda,13,21,42,2,1
10/3/2024 14:00,McD003,Salad,18,25,50,4,0
10/3/2024 14:00,McD003,Burger,10,70,22,1,0
10/3/2024 14:00,McD003,Nuggets,5,71,18,5,1
10/3/2024 15:00,McD001,Fries,12,48,16,1,0
10/3/2024 15:00,McD001,Soda,15,83,30,1,1
10/3/2024 15:00,McD001,Salad,6,86,29,2,1
10/3/2024 15:00,McD001,Burger,13,36,28,2,0
10/3/2024 15:00,McD001,Nuggets,10,43,36,2,1
10/3/2024 15:00,McD002,Fries,11,88,44,5,0
10/3/2024 15:00,McD002,Soda,7,60,37,2,1
10/3/2024 15:00,McD002,Salad,9,64,23,4,0
10/3/2024 15:00,McD002,Burger,20,72,12,4,0
10/3/2024 15:00,McD002,Nuggets,7,34,16,5,1
10/3/2024 15:00,McD003,Fries,18,73,16,4,1
10/3/2024 15:00,McD003,Soda,18,20,34,3,1
10/3/2024 15:00,McD003,Salad,16,25,39,1,1
10/3/2024 15:00,McD003,Burger,17,70,44,1,0
10/3/2024 15:00,McD003,Nuggets,14,93,27,1,1
10/3/2024 16:00,McD001,Fries,10,88,36,0,1
10/3/2024 16:00,McD001,Soda,6,76,46,0,0
10/3/2024 16:00,McD001,Salad,7,39,32,2,0
10/3/2024 16:00,McD001,Burger,9,33,44,2,0
10/3/2024 16:00,McD001,Nuggets,18,73,41,0,1
10/3/2024 16:00,McD002,Fries,20,70,43,1,0
10/3/2024 16:00,McD002,Soda,17,27,36,5,1
10/3/2024 16:00,McD002,Salad,11,88,31,0,1
10/3/2024 16:00,McD002,Burger,7,63,26,1,1
10/3/2024 16:00,McD002,Nuggets,17,65,11,0,1
10/3/2024 16:00,McD003,Fries,5,69,23,3,0
10/3/2024 16:00,McD003,Soda,12,71,22,5,0
10/3/2024 16:00,McD003,Salad,11,70,47,0,1
10/3/2024 16:00,McD003,Burger,7,100,44,4,0
10/3/2024 16:00,McD003,Nuggets,18,48,19,1,1
10/3/2024 17:00,McD001,Fries,9,50,16,1,0
10/3/2024 17:00,McD001,Soda,12,75,37,2,1
10/3/2024 17:00,McD001,Salad,14,36,24,1,0
10/3/2024 17:00,McD001,Burger,15,63,45,1,1
10/3/2024 17:00,McD001,Nuggets,8,57,36,1,0
10/3/2024 17:00,McD002,Fries,19,49,39,1,1
10/3/2024 17:00,McD002,Soda,9,32,18,5,0
10/3/2024 17:00,McD002,Salad,16,65,45,0,0
10/3/2024 17:00,McD002,Burger,17,99,11,5,1
10/3/2024 17:00,McD002,Nuggets,16,48,25,5,1
10/3/2024 17:00,McD003,Fries,10,71,22,1,1
10/3/2024 17:00,McD003,Soda,5,81,11,0,1
10/3/2024 17:00,McD003,Salad,8,41,13,4,1
10/3/2024 17:00,McD003,Burger,14,30,32,3,0
10/3/2024 17:00,McD003,Nuggets,5,94,21,2,0
10/3/2024 18:00,McD001,Fries,13,37,15,3,1
10/3/2024 18:00,McD001,Soda,13,83,24,4,1
10/3/2024 18:00,McD001,Salad,15,49,45,2,0
10/3/2024 18:00,McD001,Burger,16,86,33,2,1
10/3/2024 18:00,McD001,Nuggets,9,81,12,2,0
10/3/2024 18:00,McD002,Fries,8,81,11,0,0
10/3/2024 18:00,McD002,Soda,13,47,33,5,0
10/3/2024 18:00,McD002,Salad,7,42,29,2,1
10/3/2024 18:00,McD002,Burger,12,86,49,3,1
10/3/2024 18:00,McD002,Nuggets,12,92,29,0,1
10/3/2024 18:00,McD003,Fries,7,81,36,4,0
10/3/2024 18:00,McD003,Soda,15,73,26,2,0
10/3/2024 18:00,McD003,Salad,7,97,45,3,1
10/3/2024 18:00,McD003,Burger,10,74,47,0,1
10/3/2024 18:00,McD003,Nuggets,18,25,26,3,1
10/3/2024 19:00,McD001,Fries,18,42,24,2,1
10/3/2024 19:00,McD001,Soda,15,74,33,5,1
10/3/2024 19:00,McD001,Salad,13,68,38,1,1
10/3/2024 19:00,McD001,Burger,7,61,42,4,0
10/3/2024 19:00,McD001,Nuggets,14,74,15,3,1
10/3/2024 19:00,McD002,Fries,20,64,16,4,0
10/3/2024 19:00,McD002,Soda,11,51,18,4,0
10/3/2024 19:00,McD002,Salad,10,55,14,2,0
10/3/2024 19:00,McD002,Burger,10,86,28,5,0
10/3/2024 19:00,McD002,Nuggets,9,54,33,3,1
10/3/2024 19:00,McD003,Fries,17,98,27,0,0
10/3/2024 19:00,McD003,Soda,14,29,28,4,0
10/3/2024 19:00,McD003,Salad,14,59,48,1,0
10/3/2024 19:00,McD003,Burger,14,96,41,2,1
10/3/2024 19:00,McD003,Nuggets,7,48,24,5,0
10/3/2024 20:00,McD001,Fries,16,46,22,3,0
10/3/2024 20:00,McD001,Soda,7,98,34,4,0
10/3/2024 20:00,McD001,Salad,8,66,48,0,1
10/3/2024 20:00,McD001,Burger,10,35,23,0,1
10/3/2024 20:00,McD001,Nuggets,12,63,30,2,1
10/3/2024 20:00,McD002,Fries,14,30,46,4,0
10/3/2024 20:00,McD002,Soda,14,66,22,2,0
10/3/2024 20:00,McD002,Salad,19,68,26,5,0
10/3/2024 20:00,McD002,Burger,15,44,37,4,0
10/3/2024 20:00,McD002,Nuggets,5,98,28,4,0
10/3/2024 20:00,McD003,Fries,18,71,38,3,0
10/3/2024 20:00,McD003,Soda,19,35,18,1,1
10/3/2024 20:00,McD003,Salad,8,92,50,0,0
10/3/2024 20:00,McD003,Burger,15,38,41,2,1
10/3/2024 20:00,McD003,Nuggets,14,69,23,0,0
10/3/2024 21:00,McD001,Fries,11,57,26,3,0
10/3/2024 21:00,McD001,Soda,18,48,50,2,0
10/3/2024 21:00,McD001,Salad,15,44,21,1,0
10/3/2024 21:00,McD001,Burger,8,20,46,5,0
10/3/2024 21:00,McD001,Nuggets,7,68,22,1,1
10/3/2024 21:00,McD002,Fries,10,67,25,0,1
10/3/2024 21:00,McD002,Soda,8,22,30,2,0
10/3/2024 21:00,McD002,Salad,20,55,14,2,0
10/3/2024 21:00,McD002,Burger,12,43,40,4,1
10/3/2024 21:00,McD002,Nuggets,6,78,12,3,0
10/3/2024 21:00,McD003,Fries,16,36,43,4,1
10/3/2024 21:00,McD003,Soda,9,21,19,2,0
10/3/2024 21:00,McD003,Salad,8,69,10,2,1
10/3/2024 21:00,McD003,Burger,20,38,13,1,1
10/3/2024 21:00,McD003,Nuggets,17,70,17,5,1
10/3/2024 22:00,McD001,Fries,5,91,20,5,1
10/3/2024 22:00,McD001,Soda,11,44,48,5,1
10/3/2024 22:00,McD001,Salad,14,52,39,5,1
10/3/2024 22:00,McD001,Burger,18,86,12,1,0
10/3/2024 22:00,McD001,Nuggets,5,47,12,0,1
10/3/2024 22:00,McD002,Fries,8,51,43,0,1
10/3/2024 22:00,McD002,Soda,5,58,18,4,1
10/3/2024 22:00,McD002,Salad,5,60,47,2,0
10/3/2024 22:00,McD002,Burger,13,68,29,5,0
10/3/2024 22:00,McD002,Nuggets,19,91,48,3,1
10/3/2024 22:00,McD003,Fries,12,92,19,5,1
10/3/2024 22:00,McD003,Soda,12,91,22,5,0
10/3/2024 22:00,McD003,Salad,19,77,18,3,0
10/3/2024 22:00,McD003,Burger,7,71,20,4,1
10/3/2024 22:00,McD003,Nuggets,11,46,10,1,1
10/3/2024 23:00,McD001,Fries,15,82,34,2,0
10/3/2024 23:00,McD001,Soda,12,79,21,0,0
10/3/2024 23:00,McD001,Salad,18,78,10,2,0
10/3/2024 23:00,McD001,Burger,11,22,22,5,0
10/3/2024 23:00,McD001,Nuggets,18,43,29,3,0
10/3/2024 23:00,McD002,Fries,17,68,22,1,1
10/3/2024 23:00,McD002,Soda,9,24,50,1,0
10/3/2024 23:00,McD002,Salad,18,24,16,2,1
10/3/2024 23:00,McD002,Burger,16,94,26,5,0
10/3/2024 23:00,McD002,Nuggets,12,75,12,5,1
10/3/2024 23:00,McD003,Fries,9,31,35,5,1
10/3/2024 23:00,McD003,Soda,8,25,35,4,1
10/3/2024 23:00,McD003,Salad,16,40,30,2,0
10/3/2024 23:00,McD003,Burger,15,57,37,5,0
10/3/2024 23:00,McD003,Nuggets,15,81,30,3,0
10/4/2024 0:00,McD001,Fries,15,91,33,1,0
10/4/2024 0:00,McD001,Soda,20,89,20,2,0
10/4/2024 0:00,McD001,Salad,12,99,12,0,1
10/4/2024 0:00,McD001,Burger,19,99,17,4,0
10/4/2024 0:00,McD001,Nuggets,20,48,40,5,0
10/4/2024 0:00,McD002,Fries,17,32,48,1,0
10/4/2024 0:00,McD002,Soda,5,40,20,0,1
10/4/2024 0:00,McD002,Salad,20,49,43,1,1
10/4/2024 0:00,McD002,Burger,16,99,20,2,0
10/4/2024 0:00,McD002,Nuggets,16,68,21,0,1
10/4/2024 0:00,McD003,Fries,20,98,41,4,0
10/4/2024 0:00,McD003,Soda,9,37,33,1,1
10/4/2024 0:00,McD003,Salad,15,24,27,3,0
10/4/2024 0:00,McD003,Burger,16,37,29,0,0
10/4/2024 0:00,McD003,Nuggets,6,39,49,5,0
10/4/2024 1:00,McD001,Fries,9,80,39,1,0
10/4/2024 1:00,McD001,Soda,11,89,47,0,0
10/4/2024 1:00,McD001,Salad,14,45,41,0,1
10/4/2024 1:00,McD001,Burger,14,65,32,0,1
10/4/2024 1:00,McD001,Nuggets,18,72,40,1,1
10/4/2024 1:00,McD002,Fries,9,91,49,5,1
10/4/2024 1:00,McD002,Soda,20,99,19,1,1
10/4/2024 1:00,McD002,Salad,16,76,12,5,0
10/4/2024 1:00,McD002,Burger,11,52,25,3,1
10/4/2024 1:00,McD002,Nuggets,14,66,23,3,0
10/4/2024 1:00,McD003,Fries,15,20,48,1,1
10/4/2024 1:00,McD003,Soda,20,80,26,4,1
10/4/2024 1:00,McD003,Salad,10,29,19,3,0
10/4/2024 1:00,McD003,Burger,17,39,10,3,1
10/4/2024 1:00,McD003,Nuggets,13,86,31,4,1
10/4/2024 2:00,McD001,Fries,14,56,49,5,0
10/4/2024 2:00,McD001,Soda,16,100,50,5,1
10/4/2024 2:00,McD001,Salad,19,87,20,0,1
10/4/2024 2:00,McD001,Burger,15,90,40,4,1
10/4/2024 2:00,McD001,Nuggets,18,91,44,3,1
10/4/2024 2:00,McD002,Fries,20,53,44,3,1
10/4/2024 2:00,McD002,Soda,11,36,13,1,0
10/4/2024 2:00,McD002,Salad,18,56,48,4,0
10/4/2024 2:00,McD002,Burger,16,44,13,1,0
10/4/2024 2:00,McD002,Nuggets,6,39,13,3,0
10/4/2024 2:00,McD003,Fries,15,45,46,1,0
10/4/2024 2:00,McD003,Soda,8,64,29,5,1
10/4/2024 2:00,McD003,Salad,10,69,21,0,0
10/4/2024 2:00,McD003,Burger,12,84,33,5,1
10/4/2024 2:00,McD003,Nuggets,17,54,48,5,1
10/4/2024 3:00,McD001,Fries,13,63,10,3,0
10/4/2024 3:00,McD001,Soda,7,83,47,0,0
10/4/2024 3:00,McD001,Salad,8,96,37,1,0
10/4/2024 3:00,McD001,Burger,6,37,41,4,1
10/4/2024 3:00,McD001,Nuggets,12,88,45,4,1
10/4/2024 3:00,McD002,Fries,20,24,44,3,0
10/4/2024 3:00,McD002,Soda,13,95,36,0,0
10/4/2024 3:00,McD002,Salad,17,98,17,1,1
10/4/2024 3:00,McD002,Burger,5,31,37,0,1
10/4/2024 3:00,McD002,Nuggets,19,27,42,1,0
10/4/2024 3:00,McD003,Fries,17,53,46,3,1
10/4/2024 3:00,McD003,Soda,9,97,10,0,1
10/4/2024 3:00,McD003,Salad,7,70,21,4,1
10/4/2024 3:00,McD003,Burger,12,83,40,0,1
10/4/2024 3:00,McD003,Nuggets,17,44,13,5,1
10/4/2024 4:00,McD001,Fries,15,54,42,1,0
10/4/2024 4:00,McD001,Soda,16,28,23,3,0
10/4/2024 4:00,McD001,Salad,18,95,12,0,1
10/4/2024 4:00,McD001,Burger,16,39,32,1,0
10/4/2024 4:00,McD001,Nuggets,6,28,35,1,1
10/4/2024 4:00,McD002,Fries,12,33,50,4,1
10/4/2024 4:00,McD002,Soda,12,93,18,1,1
10/4/2024 4:00,McD002,Salad,5,22,32,2,1
10/4/2024 4:00,McD002,Burger,14,59,31,0,0
10/4/2024 4:00,McD002,Nuggets,7,22,19,4,0
10/4/2024 4:00,McD003,Fries,11,59,13,3,1
10/4/2024 4:00,McD003,Soda,8,63,24,4,0
10/4/2024 4:00,McD003,Salad,19,66,35,0,0
10/4/2024 4:00,McD003,Burger,18,61,32,4,1
10/4/2024 4:00,McD003,Nuggets,17,35,25,4,0
10/4/2024 5:00,McD001,Fries,16,94,46,4,1
10/4/2024 5:00,McD001,Soda,12,62,10,4,0
10/4/2024 5:00,McD001,Salad,6,88,29,4,1
10/4/2024 5:00,McD001,Burger,17,22,41,4,1
10/4/2024 5:00,McD001,Nuggets,6,95,43,5,1
10/4/2024 5:00,McD002,Fries,7,55,46,2,0
10/4/2024 5:00,McD002,Soda,20,32,20,4,1
10/4/2024 5:00,McD002,Salad,18,76,43,1,1
10/4/2024 5:00,McD002,Burger,18,56,44,0,0
10/4/2024 5:00,McD002,Nuggets,19,51,12,1,1
10/4/2024 5:00,McD003,Fries,16,33,37,3,1
10/4/2024 5:00,McD003,Soda,9,77,24,5,0
10/4/2024 5:00,McD003,Salad,8,52,45,0,0
10/4/2024 5:00,McD003,Burger,14,96,39,0,0
10/4/2024 5:00,McD003,Nuggets,6,71,20,0,1
10/4/2024 6:00,McD001,Fries,14,77,33,0,1
10/4/2024 6:00,McD001,Soda,17,91,10,1,1
10/4/2024 6:00,McD001,Salad,16,56,36,0,0
10/4/2024 6:00,McD001,Burger,6,23,16,3,1
10/4/2024 6:00,McD001,Nuggets,19,32,28,1,1
10/4/2024 6:00,McD002,Fries,13,35,28,0,0
10/4/2024 6:00,McD002,Soda,20,89,23,3,1
10/4/2024 6:00,McD002,Salad,15,97,33,2,1
10/4/2024 6:00,McD002,Burger,12,66,29,4,1
10/4/2024 6:00,McD002,Nuggets,6,28,13,5,0
10/4/2024 6:00,McD003,Fries,12,59,31,0,1
10/4/2024 6:00,McD003,Soda,7,56,15,3,0
10/4/2024 6:00,McD003,Salad,7,53,30,4,0
10/4/2024 6:00,McD003,Burger,5,67,10,4,0
10/4/2024 6:00,McD003,Nuggets,9,89,12,1,1
10/4/2024 7:00,McD001,Fries,6,91,34,5,0
10/4/2024 7:00,McD001,Soda,18,42,33,5,1
10/4/2024 7:00,McD001,Salad,17,26,14,1,1
10/4/2024 7:00,McD001,Burger,11,80,43,0,0
10/4/2024 7:00,McD001,Nuggets,17,45,14,1,1
10/4/2024 7:00,McD002,Fries,12,22,21,1,1
10/4/2024 7:00,McD002,Soda,19,71,18,0,0
